,name,occupation,dob,country
1661,Selda Bagcan,"singer, guitarist",,turkey
1662,Aykut Barka,scientist,,turkey
1663,Serpil Barlas,musician,,turkey
1664,Tunic Basaran,"screenwriter, director, producer, actor",,turkey
1665,Pelin Batu,actress,,turkey
1666,Enis Batur,"poet, essayist, novelist, author",,turkey
1667,Celal Bayar,"politician, statesman, former president",,turkey
1668,Deniz Baykal,politician,,turkey
1669,Bedri Baykam,artist,,turkey
1670,Turhan Baytop,botanist,,turkey
1671,Beduk,musician,,turkey
1672,Hulusi Behcet,scientist,,turkey
1673,Doga Bekleriz,"model, actress",,turkey
1674,Ilhan Berk,poet,,turkey
1675,Turgut Berkes,"musician, painter, writer",,turkey
1676,Semiha Berksoy,opera singer,,turkey
1677,Erdal Besikcioglu,actor,,turkey
1678,Bulent Bezduz,tenor,,turkey
1679,Haluk Bilginer,actor,,turkey
1680,Ali F. Bilir,"poet, author, critic",,turkey
1681,Melis Birkan,actress,,turkey
1682,Taner Birsel,actor,,turkey
1683,Osman Birsen,finance civil servant,,turkey
1684,Merve Bolugur,actress,,turkey
1685,Ekrem Bora,actor,,turkey
1686,Behice Boran,"politician, author, sociologist",,turkey
1687,Haldun Boysan,actor,,turkey
1688,Murat Boz,"singer, songwriter",,turkey
1689,Gulsen Bubikoglu,actress,,turkey
1690,Orkut Buyukkokten,software engineer,,turkey
1691,Faruk Nafiz Camlibel,"poet, author, politician",,turkey
1692,Sibel Can,singer,,turkey
1693,Edip Cansever,poet,,turkey
1694,Nurcan Carkci,boxer,,turkey
1695,Peride Celal,author,,turkey
1696,Katip Celebi,"scholar, historian, geographer",,turkey
1697,Ismail Cemlpekci,"politician, journalist, statesman",,turkey
1698,Emre Cetin,photographer,,turkey
1699,Hikmet Cetin,politician,,turkey
1700,Sinan Cetin,"actor, film director, producer",,turkey
1701,Yavuz Cetin,musician,,turkey
1702,Ozgur Cevik,"singer, actor",,turkey
1703,Nuri Bilge Ceylan,"photographer, film director",,turkey
1704,Ali Ekber Cicek,musician,,turkey
1705,Tansu Ciller,"former prime minister, economist",,turkey
1706,Kenan Coban,actor,,turkey
1707,Nevin Cokay,painter,,turkey
1708,Adnan Coker,artist,,turkey
1709,Emin Colasan,"columnist, writer",,turkey
1710,Nusret Colpan,"painter, architect, miniaturist",,turkey
1711,Ozlem Conker,actress,,turkey
1712,Samru Cortoglu,"judge, chief justice Turkish council of state",,turkey
1713,Gurkan Coskun,painter,,turkey
1714,Meltem Cumbul,actress,,turkey
1715,Mustafa Dagistanli,"Olympic medalist, wrestler",,turkey
1716,Fazil Husnu Daglarca,poet,,turkey
1717,Murat Dalkilic,singer,,turkey
1718,Yasemin Dalkilic,free diver,,turkey
1719,Vedat Ali Dalokay,architect,,turkey
1720,Aylin Dasdelen,weightlifter,,turkey
1721,Ahmet Davutoglu,politician,,turkey
1722,Gulsen Degener,billiards player,,turkey
1723,Zeynep Degirmencioglu,actress,,turkey
1724,Ekin Deligoz,politician,,turkey
1725,Evrim Demirel,composer,,turkey
1726,Suleyman Demirel,"former prime minister, former president",,turkey
1727,Demir Demirkan,musician,,turkey
1728,Zeki Demirkubuz,film director,,turkey
1729,Rauf Denktas,politician,,turkey
1730,Cansu Dere,actress,,turkey
1731,Yetkin Dikinciler,actress,,turkey
1732,Ayla Dikmen,singer,,turkey
1733,Savas Dincel,actor,,turkey
1734,Abidin Dino,painter,,turkey
1735,Ahmet Muhip Diranas,poet,,turkey
1736,Huseyin Dirioz,ambassador,,turkey
1737,Ahmed Dogan,human rights activist,,turkey
1738,Burhan Dogancay,artist,,turkey
1739,Sinem Dogu,hockey player,,turkey
1740,Kenan Dogulu,musician,,turkey
1741,Haldun Dormen,theater and film director,,turkey
1742,Belgin Doruk,actress,,turkey
1743,Nurduran Duman,poet,,turkey
1744,Nukhet Duru,singer,,turkey
1745,Arzu Ece,singer,,turkey
1746,Bulent Ecevit,former prime minister,,turkey
1747,Baki Suha Ediboglu,poet,,turkey
1748,Ahmed Resmi Efendi,statesman,,turkey
1749,Hoca Sadeddin Efendi,historian,,turkey
1750,Sibel Egeman,singer,,turkey
1751,Ertem Egilmez,film director,,turkey
1752,Melih Ekener,actor,,turkey
1753,Cansel Elcin,actor,,turkey
1754,Naz Elmas,actress,,turkey
1755,Emrah (Emrah Ipek),singer,,turkey
1756,Yunus Emre,poet,,turkey
1757,Esin Engin,musician,,turkey
1758,Ahmet Enunlu,bodybuilder,,turkey
1759,Ismail Enver (Envar Pasha),military officer,,turkey
1760,Osman Nuri Eralp,microbiologist,,turkey
1761,Necmettin Erbakan,"engineer, politician, former prime minister",,turkey
1762,Mehmet Ali Erbil,"comedian, actor, talk show host",,turkey
1763,Sevinc Erbulak,actress,,turkey
1764,Candan Ercetin,singer,,turkey
1765,Reha Erdem,film director,,turkey
1766,Nehir Erdogan,actress,,turkey
1767,Recep Tayyip Erdogan,politician,,turkey
1768,Selim Erdogan,poet,,turkey
1769,Yilmaz Erdogan,filmmaker,,turkey
1770,Nese Erdok,painter,,turkey
1771,John Eren,politician,,turkey
1772,Sertab Erener,singer,,turkey
1773,Gulben Ergen,singer,,turkey
1774,Halit Ergenc,actor,,turkey
1775,Haydar Ergulen,poet,,turkey
1776,Genco Erkal,actor,,turkey
1777,Oner Erkan,actor,,turkey
1778,Yasar Erkan,"Olympic medalist, wrestler",,turkey
1779,Ece Erken,actress,,turkey
1780,Ulvi Cemal Erkin,composer,,turkey
1781,Fatih Erkoc,musician,,turkey
1782,Hasibe Erkoc,boxer,,turkey
1783,Metin Erksan,film director,,turkey
1784,Didem Erol,actress,,turkey
1785,Seyhan Erozcelik,poet,,turkey
1786,Neset Ertas,singer,,turkey
1787,Mehmet Erte,poet,,turkey
1788,Munir Ertegun,diplomat,,turkey
1789,Muhsin Ertugrul,actor,,turkey
1790,Ibrahim Hakki Erzurumi,philosopher,,turkey
1791,Aydin Esen,jazz musician,,turkey
1792,Itir Esen,actress,,turkey
1793,Esmeray,singer,,turkey
1794,Yonca Evcimik,"singer, actress",,turkey
1795,Erol Evgin,singer,,turkey
1796,Kenan Evren,former president,,turkey
1797,Bedri Rahmi Eyuboglu,painter,,turkey
1798,Molla Semseddin Fenari,Islamic theologian,,turkey
1799,Sebnem Ferah,singer,,turkey
1800,Idil Firat,actress,,turkey
1801,Tardu Flordun,actor,,turkey
1802,Erol Gelenbe,scientist,,turkey
1803,Hazan Gemici,"Olympic medalist, wrestler",,turkey
1804,Orhan Gencebay,musician,,turkey
1805,Leyla Gencer,opera singer,,turkey
1806,Erkan Genis,artist,,turkey
1807,Fatma Girik,actress,,turkey
1808,Coskun Gogen,actor,,turkey
1809,Bahadir Gokay,painter,,turkey
1810,Sahan Gokbakar,comedian,,turkey
1811,Goksel,singer,,turkey
1812,Gul Golge,actress,,turkey
1813,Aysen Gruda,actress,,turkey
1814,Abdullah Gul,president,,turkey
1815,Muammer Guler,politician,,turkey
1816,Hatice Guleryuz,artist,,turkey
1817,Gulsen,singer,,turkey
1818,Ragip Gumuspala,politician,,turkey
1819,Damla Gunay,archer,,turkey
1820,Izzet Gunay,actor,,turkey
1821,Ebgin Gunaydin,actor,,turkey
1822,Erol Gunaydin,actor,,turkey
1823,Ebru Gundes,singer,,turkey
1824,Burcu Gunes,singer,,turkey
1825,Salih Guney,actor,,turkey
1826,Yilmaz Guney,film director,,turkey
1827,Asli Gungor,singer,,turkey
1828,Mehmet Gunsur,actor,,turkey
1829,Resat Nuri Guntekin,novelist,,turkey
1830,Nazmi Ziya Guran,painter,,turkey
1831,Seden Gurel,singer,,turkey
1832,Mehmet Gureli,writer,,turkey
1833,Senay Gurler,actress,,turkey
1834,Adburrahman Nafiz Gurman,former general,,turkey
1835,Muslum Gurses,singer,,turkey
1836,Feza Gursey,mathematician,,turkey
1837,Ismail Hacioglu,actor,,turkey
1838,Fikret Hakan,actor,,turkey
1839,Tunc Hamarat,chess player,,turkey
1840,Osman Hamdi,statesman,,turkey
1841,Hayati Hamzaoglu,actor,,turkey
1842,Hepsi,music group,,turkey
1843,Nazim Hikmet,poet,,turkey
1844,Oktay Rifat Horozcu,writer,,turkey
1845,Humeyra,actress,,turkey
1846,Ediz Hun,actor,,turkey
1847,Cemal Hunal,actor,,turkey
1848,Masatoshi Gunduz Ikeda,mathematician,,turkey
1849,Hulya Vurnal Ikizgul,artist,,turkey
1850,Rifat Ilgaz,poet,,turkey
1851,Attila Ilhan,poet,,turkey
1852,Colpan Ilhan,actress,,turkey
1853,Marsel Ilhan,tennis player,,turkey
1854,Mufid Ilhan,politician,,turkey
1855,Baki Ilkin,diplomat,,turkey
1856,Tunch Ilkin,"football player, sports broadcaster",,turkey
1857,Ersan Ilyasova,basketball player,,turkey
1858,Kenan Imirzalioglu,actor,,turkey
1859,Cetin Inanc,film director,,turkey
1860,Kadir Inanir,actor,,turkey
1861,Turker Inanoglu,"screenwriter, film director, producer",,turkey
1862,Sabit Ince,poet,,turkey
1863,Erdal Inonu,politician,,turkey
1864,Ismet Inonu,"former prime minister, former president",,turkey
1865,Cagan Irmak,film director,,turkey
1866,Mehmet Ali Irtemcelik,former ambassador,,turkey
1867,Hasim Iscan,politician,,turkey
1868,Nejet Isler,actor,,turkey
1869,Izel,singer,,turkey
1870,Remzi Aydin Jonturk,"director, producer, screenwriter",,turkey
1871,Kadri of Pergamon,linguist,,turkey
1872,Sabri Kalic,film director,,turkey
1873,Ercument Kalmik,artist,,turkey
1874,Orhan Veli Kanik,poet,,turkey
1875,Hamit Kaplan,"Olympic medalist, weightlifter",,turkey
1876,Yildiz Kaplan,actress,,turkey
1877,Semih Kaplanoglu,playwright,,turkey
1878,Cem Karaca,musician,,turkey
1879,Tamer Karadagli,actor,,turkey
1880,Ismail Hakki Karadayi,former commander Turkish Armed Forces,,turkey
1881,Tugba Karademir,figure skater,,turkey
1882,Pelin Karahan,actress,,turkey
1883,Nil Karaibrahimgil,singer,,turkey
1884,Sezai Karakoc,poet,,turkey
1885,Mimar Kasemi,architect,,turkey
1886,Omer Kavur,director,,turkey
1887,Binnur Kaya,actress,,turkey
1888,Hazal Kaya,actress,,turkey
1889,Sumeyra Kaya,boxer,,turkey
1890,Aysun Kayaci,actress,,turkey
1891,Kayahan,singer,,turkey
1892,Levent Kazak,screenwriter,,turkey
1893,Omer Ali Kazma,artist,,turkey
1894,Necdet Kent,former diplomat,,turkey
1895,Yildiz Kenter,actress,,turkey
1896,Gokhan Keser,actor,,turkey
1897,Hakki Keskin,politician,,turkey
1898,Kemal Kilicdaroglu,politician,,turkey
1899,Guven Kirac,actor,,turkey
1900,Gokhan Kirdar,musician,,turkey
1901,Ahmet Kirecci,"Olympic medalist, wrestler",,turkey
1902,Mahsun Kirmizigul,singer,,turkey
1903,Alp Kirsan,actor,,turkey
1904,Tevfik Kis,"Olympic medalist, wrestler",,turkey
1905,Huseyin Kivrikoglu,former commander Turkish Armed Forces,,turkey
1906,Fikret Kizilok,musician,,turkey
1907,Hulya Kocyigit,actress,,turkey
1908,Basak Koklykaya,actress,,turkey
1909,Fusun Koksal,composer,,turkey
1910,Pinar Koksal,composer,,turkey
1911,Zeynep Koltuk,actress,,turkey
1912,Erkin Koray,musician,,turkey
1913,Fahri Koruturk,former president,,turkey
1914,Isik Kosaner,former military general,,turkey
1915,Yasemin Kozanoglu,actress,,turkey
1916,Cagla Kubat,actress,,turkey
1917,Cengiz Kucukayvaz,actor,,turkey
1918,Cahit Kulebi,poet,,turkey
1919,Zeki Kuneralp,former diplomat,,turkey
1920,Arda Kural,actor,,turkey
1921,Tuncel Kurtiz,actor,,turkey
1922,Fikret Kuskan,actor,,turkey
1923,Burak Kut,singer,,turkey
1924,Halil Kut,"former governor, military commander",,turkey
1925,Onat Kutlar,writer,,turkey
1926,Perran Kutman,actress,,turkey
1927,Begum Kutuk,actress,,turkey
1928,Abdulcelil Levni,painter,,turkey
1929,Zulfu Livaneli,musician,,turkey
1930,Baris Manco,singer,,turkey
1931,Janet Akyuz Mattei,astronomer,,turkey
1932,Ferit Melen,former prime minister,,turkey
1933,Adnan Menderes,former prime minister,,turkey
1934,Ilham Mimaroglu,musician,,turkey
1935,Ahmed Dede Muneccimbasi,astronomer,,turkey
1936,Zeki Muren,singer,,turkey
1937,Mustafa Naima,historian,,turkey
1938,Leyla Neyzi,anthropologist,,turkey
1939,Nez (Nezihe Kalkan),"dancer, singer",,turkey
1940,Mert Ocal,"model, actor",,turkey
1941,Abdullah Ocalan,politician,,turkey
1942,Songul Oden,actress,,turkey
1943,Sukru Ali Ogel,former director intelligence agency,,turkey
1944,Yaman Okay,actor,,turkey
1945,Tankut Oktem,sculptor,,turkey
1946,Zeki Okten,film director,,turkey
1947,Zuhal Olcay,actress,,turkey
1948,Salih Omurtak,former military general,,turkey
1949,Arzum Onan,actress,,turkey
1950,Bulent Oran,screenwriter,,turkey
1951,Aykut Oray,actor,,turkey
1952,Mehmet Kazim Orbay,"former general, former senator",,turkey
1953,Serdar Ortac,singer,,turkey
1954,Bulent Ortacgil,singer,,turkey
1955,Mehmet Oz,"cardiac surgeon, television host (born in U.S.A.)",,turkey
1956,Halil Turgut Ozal,"former prime minister, former president",,turkey
1957,Setenay Ozbek,"artist, writer",,turkey
1958,Ozge Ozberk,actress,,turkey
1959,Gazanfer Ozcan,actor,,turkey
1960,Gamze Ozcelik,actress,,turkey
1961,Yaprak Ozdemiroglu,actress,,turkey
1962,Ismet Ozel,poet,,turkey
1963,Ali Ozgenturk,film director,,turkey
1964,Serkan Ozkaya,artist,,turkey
1965,Hilmi Ozkok,former chief of staff,,turkey
1966,Munir Ozkul,actor,,turkey
1967,Ferzan Ozpetek,film director,,turkey
1968,Yigit Ozsener,actor,,turkey
1969,Ismail Ogan,"Olympic medalist, wrestler",,turkey
1970,Mehmet Oktav,"Olympic medalist, wrestler",,turkey
1971,Mehmet Okur,basketball player,,turkey
1972,Sibel Ozkan,"Olympic medalist, weightlifter",,turkey
1973,Sebnem Paker,singer,,turkey
1974,Ahmet Cevdet Pasha,statesman,,turkey
1975,Djemal Pasha,politician,,turkey
1976,Seker Ahmed Pasha,painter,,turkey
1977,Sokollu Mehmed Pasha,statesman,,turkey
1978,Talaat Pasha,politician,,turkey
1979,Ibrahim Pecevi,historian,,turkey
1980,Ajda Pekkan,singer,,turkey
1981,Halit Refig,film director,,turkey
1982,Hoca Ali Riza,painter,,turkey
1983,Rafet El Roman,"singer, songwriter",,turkey
1984,Aliye Rona,actress,,turkey
1985,Beren Saat,actress,,turkey
1986,Ibrahim Safi,painter,,turkey
1987,Arif Sag,singer,,turkey
1988,Taner Sagir,"Olympic medalist, weightlifter",,turkey
1989,Emre Sahin,director,,turkey
1990,Sevval Sam,"singer, actress",,turkey
1991,Aziz Sancar,scientist,,turkey
1992,Mustafa Sandal,singer,,turkey
1993,Sanizade,historian,,turkey
1994,Serenay Sarikaya,actress,,turkey
1995,Asik Veysel Satiroglu,"minstrel, poet",,turkey
1996,Fikret Mualla Saygi,painter,,turkey
1997,Aydin Sayili,historian,,turkey
1998,Emel Sayin,singer,,turkey
1999,Seda Sayan,singer,,turkey
2000,Fikret Mualla Saygi,painter,,turkey
2001,Tolgahan Sayisman,actor,,turkey
2002,Leyla Saz,composer,,turkey
2003,Osman Fahir Seden,film director,,turkey
2004,Deniz Seki,singer,,turkey
2005,Mustafa Selaniki,scholar,,turkey
2006,Munir Nurettin Selcuk,tenor,,turkey
2007,Timur Selcuk,singer,,turkey
2008,Sener Sen,actor,,turkey
2009,Muzeyyen Senar,classical music performer,,turkey
2010,Abdullatif Sener,politician,,turkey
2011,Aydan Sener,actress,,turkey
2012,Celal Sengor,geologist,,turkey
2013,Hulya Senyurt,"Olympic medalist, judoka",,turkey
2014,Sureyya Serdengeti,economist,,turkey
2015,Ozturk Serengil,actor,,turkey
2016,Seren Serengil,actress,,turkey
2017,Asik Mahzuni Serif,musician,,turkey
2018,Mumtaz Sevinc,actor,,turkey
2019,Tim Seyfi,actor,,turkey
2020,Ahmet Necdet Sezer,former president,,turkey
2021,Safak Sezer,actor,,turkey
2022,Serif Sezer,actress,,turkey
2023,Zeki Sezer,politician,,turkey
2024,Mimar Sinan,architect,,turkey
2025,Oktay Sinanoglu,chemist,,turkey
2026,Osman Sinav,"film director, producer, screenwriter",,turkey
2027,Osman Sirin,judge,,turkey
2028,Bahattin Sofuoglu,motorcycle racer,,turkey
2029,Kenan Sofuoglu,motorcycle racer,,turkey
2030,Sinan Sofuoglu,motorcycle racer,,turkey
2031,Kamil Sonad,sculptor,,turkey
2032,Cahide Sonku,actress,,turkey
2033,Sebnem Sonmez,actress,,turkey
2034,Turkan Soray,actress,,turkey
2035,Ferdi Sabit Soyer,former prime minister,,turkey
2036,Sevil Soyer,artist,,turkey
2037,Dolunay Soysert,actress,,turkey
2038,Ruhi Su,opera singer,,turkey
2039,Cevdat Sunay,former president,,turkey
2040,Cemal Sureya,poet,,turkey
2041,Naim Talu,former prime minister,,turkey
2042,Asli Tandogan,actress,,turkey
2043,Emre Taner,former chief government intelligence,,turkey
2044,Seyyal Taner,singer,,turkey
2045,Bahri Tanrikulu,"Olympic medalist, taekwondo",,turkey
2046,Turgay Tanulku,actor,,turkey
2047,Cahit Sitki Taranci,poet,,turkey
2048,Tarkan,singer,,turkey
2049,Kivanc Tatlitug,actor,,turkey
2050,Ferdi Tayfur,singer,,turkey
2051,Ahmet Mumtaz Taylan,actor,,turkey
2052,Nurcan Taylan,"Olympic medalist, weightlifter",,turkey
2053,Vedat Tek,architect,,turkey
2054,Kerim Tekin,singer,,turkey
2055,Neyzen Tevfik,poet,,turkey
2056,Kartal Tibet,actor,,turkey
2057,Yildiz Tilbe,singer,,turkey
2058,Zeki Velidi Togan,historian,,turkey
2059,Kerem Topuz,director,,turkey
2060,Hamide Bikcin Tosun,"Olympic medalist, taekwondo",,turkey
2061,Tulay Tugcu,politician,,turkey
2062,Sali Turan,painter,,turkey
2063,Yavuz Turgul,director,,turkey
2064,Dogan Turkmen,ambassador,,turkey
2065,Hedo Turkoglu,basketball player,,turkey
2066,Serhat Tutumler,actor,,turkey
2067,Sinan Tuzcu,actor,,turkey
2068,Sibel Tuzun,singer,,turkey
2069,Berrak Tuzunatac,actress,,turkey
2070,Selahattin Ulkumen,diplomat,,turkey
2071,Memduh Un,director,,turkey
2072,Tuba Unsal,actress,,turkey
2073,Oktay Urkal,boxer,,turkey
2074,Binnaz Uslu,track runner,,turkey
2075,Ilhan Usmanbas,composer,,turkey
2076,Yasemin Ustalar,female boxer,,turkey
2077,Faut Uzkinay,director,,turkey
2078,Ahmet Uzumcu,diplomat,,turkey
2079,Levent Uzumcu,actor,,turkey
2080,Musa Uzunlar,actor,,turkey
2081,Selma Yagci,boxer,,turkey
2082,Okan Yalabik,actor,,turkey
2083,Abdurrahman Yalcinkaya,judge,,turkey
2084,Ahmet Yalcinkaya,poet,,turkey
2085,Semsi Yarali,boxer,,turkey
2086,Gazi Yasargil,medical scientist,,turkey
2087,Serhan Yavas,actor,,turkey
2088,Gonul Yazar,actress,,turkey
2089,Ercan Yazgan,comedian,,turkey
2090,Muhammed Hamdi Yazir,theologian,,turkey
2091,Hamza Yerlikaya,"Olympic medalist, wrestler",,turkey
2092,Tamer Yigit,actor,,turkey
2093,Cemal Yildirim,philosopher,,turkey
2094,Murat Yildirim,actor,,turkey
2095,Cem Yilmaz,comedian,,turkey
2096,Durmas Yilmaz,economist,,turkey
2097,Mesut Yilmaz,former prime minister,,turkey
2098,Atif Yilmaz,"film director, producer, screenwriter",,turkey
2099,Namik Yolga,diplomat,,turkey
2100,Dervis Zaim,filmmaker,,turkey
2101,Zara,singer,,turkey
2102,Cahit Zarifoglu,"poet, writer",,turkey
2103,Princess Fahrelnissa Zeid,artist,,turkey
2104,Zeynep,musician,,turkey
2105,Fatin Rustu Zorlu,diplomat,,turkey
2106,Shriram Sharma Acharya,"seer, philosopher, scholar, visionary, reformer",,india
2107,Aravind Adiga,writer,,india
2108,Fakhruddin Ali Ahmed,former president,,india
2109,Akbar,former Mughal emperor,,india
2110,Aruna Asaf Ali,legendary heroine of India's freedom struggle,,india
2111,Salim Ali,"ornithologist, naturalist",,india
2112,Ustad Bade Ghulam Alikhan,classical vocalist,,india
2113,Mata Amritanandamayi,spiritual leader,,india
2114,Mulk Raj Anand,novelist,,india
2115,Mohammad Hamid Ansari,politician,,india
2116,Emperor Ashoka,emperor,,india
2117,Chandrashekhar Azad,freedom fighter,,india
2118,Amitabh Bachchan,actor,,india
2119,Harivansh Rai Bachchan,poet,,india
2120,Manoj Bajpai,actor,,india
2121,Anand Bakshi,lyricist,,india
2122,Bibhutibhushan Bandopadhyay,"writer, novelist",,india
2123,Manik Bandopadhyay,writer,,india
2124,Tarashankar Bandopadhyay,novelist,,india
2125,Hirabai Barodekar,classical music singer,,india
2126,Manjit Bawa,painter,,india
2127,Kiran Bedi,police officer,,india
2128,Homi Bhabha,atomic scientist,,india
2129,Chetan Bhagat,"novelist, columnist, scriptwriter, motivational speaker",,india
2130,Subramanya Bharathi,"poet, journalist, reformer, independence activist",,india
2131,Dharamvir Bharati,"novelist, poet, playwright",,india
2132,Bhaskara II,"mathematician, astronomer",,india
2133,Bikash Bhattacharjee,painter,,india
2134,Vinoba Bhave,spiritual leader,,india
2135,"Asha ""Ashaji"" Bhosle",singer,,india
2136,Jagdish Chandra Bose,scientist,,india
2137,Nandalal Bose,painter,,india
2138,Nethaji Subhas Chandra Bose,revolutionary leader,,india
2139,Subhas Chandra Bose,revolutionary leader,,india
2140,Rameshwar Broota,painter,,india
2141,Buddha,religious leader,,india
2142,Bankim Chandra Chatterjee,"novelist, poet",,india
2143,Upamanyu Chatterjee,"officer, Indian administration service, author",,india
2144,Sarat Chandra Chatterji,novelist,,india
2145,Makhanlal Chaturvedi,"freedom fighter, poet, journalist, playwright",,india
2146,Nirad C. Chaudhuri,"writer, journalist",,india
2147,Subhadra Kumari Chauhan,poet,,india
2148,Dilip Chitre,"poet, painter, filmmaker",,india
2149,Deepak Chopra,"doctor, journalist",,india
2150,Shobha De,novelist,,india
2151,Anita Desai,"novelist, writer",,india
2152,Kiran Desai,author,,india
2153,Morarji Desai,former prime minister,,india
2154,Shashi Deshpande,"dramatist, scholar, literature",,india
2155,Girija Devi,vocalist,,india
2156,Mahasweta Devi,writer,,india
2157,Mukul Chandra Dey,printmaker,,india
2158,Ramdhari Singh 'Dinkar',"poet, essayist, academician, literary critic",,india
2159,Michael Madhusudan Dutt,"writer, lecturer",,india
2160,Hazari Prasad Dwivedi,"writer, critic, historian, scholar",,india
2161,Mehr Lal Soni Zia Fatehabadi,poet,,india
2162,Kumar Gandharva,singer,,india
2163,Indira Gandhi,former prime minister,,india
2164,Mahatma Gandhi,father of the nation,,india
2165,Rajiv Gandhi,former prime minister,,india
2166,Sunil Gavaskar,cricketer,,india
2167,Aurobindo Ghose,"freedom fighter, poet, scholar, yogi, philosopher",,india
2168,Varahagiri Venkata Giri,former president,,india
2169,H. D. Deve Gowda,former prime minister,,india
2170,Ramachandra Guha,"historian, writer, columnist",,india
2171,Inder Kumar Gujiral,former prime minister,,india
2172,Satish Gujral,"painter, sculptor, architecture",,india
2173,Maithili Sharan Gupt,"poet, dramatist, translator",,india
2174,Gangubai Hangal,classical vocalist,,india
2175,Bharatendu Harishchandra,"novelist, poet, playwright",,india
2176,Kaka Hathrasi,poet,,india
2177,Anna Hazare,social activist,,india
2178,Muhammad Hidayatullah,former president,,india
2179,M F Hussain,painter,,india
2180,Zakir Hussain,former president,,india
2181,Kazi Nazrul Islam,"poet, musician, revolutionary",,india
2182,Shah Jahan,former Mughal emperor,,india
2183,Hasrat Jaipuri,"poet, lyricist",,india
2184,Balshastri Jambhekar,"journalist, social activist",,india
2185,Pandit Jasraj,classical vocalist,,india
2186,Basappa Danappa Jatti,politician,,india
2187,Bhimsen Joshi,singer,,india
2188,Manohan Shyam Joshi,"writer, journalist, scriptwriter",,india
2189,Anil Kakodkar,nuclear scientist,,india
2190,A. P. J. Abdul Kalam,"scientist, former president",,india
2191,Swami Vive Kanada,spiritual leader of Vedanta philosophy,,india
2192,Dr. Pandurang Vaman Kane,"indologist, scholar",,india
2193,Raj Kapoor,"actor, director, producer",,india
2194,Syed Ahmed Khan,"educator, judge, political leader",,india
2195,Devaki Nandan Khatri,novelist,,india
2196,Balamurali Krishna,"vocalist, composer",,india
2197,Yamini Krishnamurthy,dancer,,india
2198,Jiddu Krishnamurti,"public speaker, author, philosopher",,india
2199,Kishore Kumar,king of Indian music,,india
2200,Padma Lakshmi,"actress, author",,india
2201,Sahir Ludhianvi,"poet, lyricist",,india
2202,Prasanta Chandra Mahalanobis,"scientist, statistician",,india
2203,Lata Mangeshkar,singer,,india
2204,Gulzarilal Nanda,former prime minister,,india
2205,Jawaharlal Nehru,former prime minister,,india
2206,Tyeb Mehta,artist,,india
2207,Anjolie Ela Menon,artist,,india
2208,Ismail Merchant,"director, producer",,india
2209,Mirabai,poet,,india
2210,Rohinton Mistry,writer,,india
2211,Binod Behari Mukherjee,artist,,india
2212,Pervez Musharraf,"military leader, politician",,india
2213,Sarojini Naidu,"activist, political leader, poet",,india
2214,R. K. Narayan,"journalist, author",,india
2215,Kocheril Raman Narayanan,former president,,india
2216,Jawaharlal Nehru,"former prime minister, lawyer, statesman",,india
2217,Motilal Nehru,"lawyer, activist",,india
2218,Suryakant Tripathi 'Nirala',writer,,india
2219,Asra Nomani,"women's rights activist, academic, author, blogger, journalist",,india
2220,Tenzing Norgay,mountaineer,,india
2221,Osho,guru,,india
2222,Vijaya Lakshmi Pandit,diplomat,,india
2223,Sumitranandan Pant,"writer, poet",,india
2224,Ramakrishna Paramhansa,Hindu spiritual leader,,india
2225,Pratibha Patil,president,,india
2226,Medha Patkar,social activist,,india
2227,Jyotiba Phule,"activist, thinker, reformer",,india
2228,Sam Pitroda,prime minister advisor,,india
2229,Jaishankar Prasad,"novelist, poet, playwright",,india
2230,Dr. Rajendra Prasad,"educator, former president",,india
2231,Premchand,literary,,india
2232,Amrita Pritam,"novelist, poet, essayist",,india
2233,Sarvepalli Radhakrishnan,former president,,india
2234,Aishwarya Rai,"former Miss World, actress",,india
2235,Raja Ram Mohar Rai,"women's rights activist, philosopher, religious leader, educational reformer",,india
2236,G. N. Ramachandran,scientist,,india
2237,Venkataraman Ramakrishnan,structural biologist,,india
2238,C. V. Raman,"physicist, nobel laureate",,india
2239,Raja Ramanna,"nuclear scientist, nuclear physicist",,india
2240,Srinivasa Ramanujan,mathematician,,india
2241,Saraswati Abdul Rane,singer,,india
2242,Kotcherlakota Rangadhama Rao,physicist,,india
2243,P. V. Narasimha Rao,former prime minister,,india
2244,S H Raza,painter,,india
2245,Dr. K. Anji Reddy,"pharmaceutical research pioneer, philanthropist",,india
2246,Neelam Sanjiva Reddy,former president,,india
2247,Vishwanath Rao Ringe,singer,,india
2248,Jamini Roy,painter,,india
2249,Salman Rushdie,author,,india
2250,Meghnad Saha,scientist,,india
2251,Raghuvir Sahay,poet,,india
2252,Birbal Sahni,paleobotanist,,india
2253,Rahul Sankrityayan,"writer, scholar, nationalist, traveler, polymath, polyglot",,india
2254,B. C. Sanyal,"painter, sculptor, teacher",,india
2255,Vikram Sarabhai,scientist,,india
2256,Sahajanand Saraswati,"social reformer, revolutionary",,india
2257,Vikram Seth,"novelist, poet, travel writer, biographer",,india
2258,Ravi Shankar,"musician, composer",,india
2259,Shankar Dayal Sharma,former president,,india
2260,Lal Bahadur Shastri,former prime minister,,india
2261,Chandra Shekhar,"politician, former prime minister",,india
2262,Amrita Sherqill,painter,,india
2263,Vitthal Ramji Shinde,social reformer,,india
2264,Charan Singh,former prime minister,,india
2265,Giani Zail Singh,former president,,india
